id,emailid,requesttime,port,browser,packet
14459,eceaa27d-bd2d-484a-aac7-577d172028af,1553709133,30251,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_1_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0 Mobile/15E148 Safari/604.1",P55
14460,fe693371-662a-477f-b064-1bd18146daae,1553709174,65269,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/73.0.3683.86 Safari/537.36",P57
14461,8c766d12-e141-49b1-a107-4540bb05a94c,1553709199,46642,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_1_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0 Mobile/15E148 Safari/604.1",P58
14462,fe693371-662a-477f-b064-1bd18146daae,1553709199,48974,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/73.0.3683.86 Safari/537.36",P57
14463,eceaa27d-bd2d-484a-aac7-577d172028af,1553709229,36915,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_1_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0 Mobile/15E148 Safari/604.1",P55
14464,8996e67a-6729-4b43-97cc-1d946d86316a,1553709498,61170,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_1_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0 Mobile/15E148 Safari/604.1",P55
14465,8996e67a-6729-4b43-97cc-1d946d86316a,1553709509,21508,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_1_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0 Mobile/15E148 Safari/604.1",P55
14466,8996e67a-6729-4b43-97cc-1d946d86316a,1553709513,21508,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_1_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0 Mobile/15E148 Safari/604.1",P55
14467,8996e67a-6729-4b43-97cc-1d946d86316a,1553709519,61178,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_1_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0 Mobile/15E148 Safari/604.1",P55
14468,8bfb1cc8-e270-492d-84c1-c8f46af660d0,1553709603,59171,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/73.0.3683.86 Safari/537.36",P58
14469,8afdc21f-4d70-44c9-b06f-739d9f91064c,1553709616,40094,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_1_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0 Mobile/15E148 Safari/604.1",P57
14470,5ebed5d1-fd40-493a-b3c5-0539ff1b2b81,1553709619,52488,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.121 Safari/537.36",P55
14471,eec75b2e-d5de-457e-bf80-3ac14bd5abcb,1553709681,49847,"Mozilla/5.0 (iPad; CPU OS 10_3_3 like Mac OS X) AppleWebKit/603.3.8 (KHTML, like Gecko) Version/10.0 Mobile/14G60 Safari/602.1",P57
14472,305f1f48-b6bb-4f6b-80da-7ed3239add23,1553709705,55100,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_1_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0 Mobile/15E148 Safari/604.1",P12
14473,305f1f48-b6bb-4f6b-80da-7ed3239add23,1553709739,55105,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_1_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0 Mobile/15E148 Safari/604.1",P12
14474,2b495e6d-4d41-4d81-a608-392787543c6c,1553709768,60909,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.140 Safari/537.36 Edge/18.17763",P55
14475,b4bbd806-673a-4edb-a7f6-418e814ad14d,1553709799,49358,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko,P57
14476,8996e67a-6729-4b43-97cc-1d946d86316a,1553709836,50768,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_1_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0 Mobile/15E148 Safari/604.1",P55
14477,eceaa27d-bd2d-484a-aac7-577d172028af,1553709882,53482,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_1_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0 Mobile/15E148 Safari/604.1",P53
14478,eceaa27d-bd2d-484a-aac7-577d172028af,1553709891,8633,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_1_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0 Mobile/15E148 Safari/604.1",P53
14479,eec75b2e-d5de-457e-bf80-3ac14bd5abcb,1553709907,49973,"Mozilla/5.0 (iPad; CPU OS 10_3_3 like Mac OS X) AppleWebKit/603.3.8 (KHTML, like Gecko) Version/10.0 Mobile/14G60 Safari/602.1",P57
14480,06581b73-a173-48b1-9f22-b1431b2aefad,1553709907,49502,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_1_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0 Mobile/15E148 Safari/604.1",P57
14481,8996e67a-6729-4b43-97cc-1d946d86316a,1553709908,61228,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_1_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0 Mobile/15E148 Safari/604.1",P55
14482,eceaa27d-bd2d-484a-aac7-577d172028af,1553709933,29225,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_1_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0 Mobile/15E148 Safari/604.1",P53
14483,06581b73-a173-48b1-9f22-b1431b2aefad,1553709935,49521,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_1_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0 Mobile/15E148 Safari/604.1",P57
14484,c5f6b46f-6319-4e6d-9312-0babab86ac8b,1553709974,43252,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_1_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0 Mobile/15E148 Safari/604.1",P56
14485,c5f6b46f-6319-4e6d-9312-0babab86ac8b,1553709984,41264,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_1_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0 Mobile/15E148 Safari/604.1",P56
14486,75c5208f-38f9-4891-af48-65a73123a08b,1553710014,19502,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_1_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0 Mobile/15E148 Safari/604.1",P58
14487,c5f6b46f-6319-4e6d-9312-0babab86ac8b,1553710051,44216,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_1_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0 Mobile/15E148 Safari/604.1",P56
14488,41ea34eb-dabb-4863-8e6f-c9302181f2db,1553710092,58404,"Mozilla/5.0 (Linux; Android 8.0.0; SM-G950U) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/73.0.3683.90 Mobile Safari/537.36",P56
14489,41ea34eb-dabb-4863-8e6f-c9302181f2db,1553710096,58404,"Mozilla/5.0 (Linux; Android 8.0.0; SM-G950U) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/73.0.3683.90 Mobile Safari/537.36",P56
14490,41ea34eb-dabb-4863-8e6f-c9302181f2db,1553710098,58404,"Mozilla/5.0 (Linux; Android 8.0.0; SM-G950U) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/73.0.3683.90 Mobile Safari/537.36",P56
14491,1fce954c-03aa-433d-a915-d101d4193252,1553710139,61429,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0 Mobile/15E148 Safari/604.1",P57
14492,41ea34eb-dabb-4863-8e6f-c9302181f2db,1553710187,58476,"Mozilla/5.0 (Linux; Android 8.0.0; SM-G950U) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/73.0.3683.90 Mobile Safari/537.36",P56
14493,a0d23994-2e1b-4acb-beee-1bfdb64939db,1553710269,52639,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_1_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0 Mobile/15E148 Safari/604.1",P58
14494,c5f6b46f-6319-4e6d-9312-0babab86ac8b,1553710362,49596,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_1_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0 Mobile/15E148 Safari/604.1",P56
14495,62d22493-131e-4beb-99f3-fc16f5500e36,1553710441,52461,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:65.0) Gecko/20100101 Firefox/65.0,P55
14496,c8a81e90-1e04-4ef6-b1c0-cf9001e6295e,1553710457,61717,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_1_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0 Mobile/15E148 Safari/604.1",P58
14497,c8a81e90-1e04-4ef6-b1c0-cf9001e6295e,1553710473,61727,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_1_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0 Mobile/15E148 Safari/604.1",P58
14498,8996e67a-6729-4b43-97cc-1d946d86316a,1553710476,48253,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_1_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0 Mobile/15E148 Safari/604.1",P55
14499,8996e67a-6729-4b43-97cc-1d946d86316a,1553710490,62705,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_1_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0 Mobile/15E148 Safari/604.1",P55
14500,a7572b52-6ab0-4b4f-8e86-e071062852ee,1553710554,57895,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/73.0.3683.86 Safari/537.36",P56
14501,8996e67a-6729-4b43-97cc-1d946d86316a,1553710565,61421,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_1_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0 Mobile/15E148 Safari/604.1",P55
14502,62d22493-131e-4beb-99f3-fc16f5500e36,1553710583,52476,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:65.0) Gecko/20100101 Firefox/65.0,P35
14503,ce6be546-240d-49f4-8b1c-f9e84ef7d32c,1553710698,54209,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/11.1.2 Safari/605.1.15",P58
14504,4808eeda-7738-46bf-9744-5ba503d21fd7,1553710710,64306,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_1_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0 Mobile/15E148 Safari/604.1",P57
14505,a7572b52-6ab0-4b4f-8e86-e071062852ee,1553710769,57920,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/73.0.3683.86 Safari/537.36",P56
14506,ff1477d4-b737-4602-ab5f-1a3531608691,1553710773,40110,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/60.0.3112.113 Safari/537.36",P58
14507,a7572b52-6ab0-4b4f-8e86-e071062852ee,1553710822,57932,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/73.0.3683.86 Safari/537.36",P56
14508,b3897536-c0c7-4bae-a786-1c91ba288cd9,1553710893,51856,"Mozilla/5.0 (Linux; Android 7.0; Alcatel_6060C) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/73.0.3683.90 Mobile Safari/537.36",P58
14509,b3897536-c0c7-4bae-a786-1c91ba288cd9,1553710897,51856,"Mozilla/5.0 (Linux; Android 7.0; Alcatel_6060C) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/73.0.3683.90 Mobile Safari/537.36",P58
14510,4e1f8f44-b8bb-42f7-b8e5-a3144b36475f,1553710991,60279,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_1_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0 Mobile/15E148 Safari/604.1",P55
14511,dfc745d0-6198-4301-b201-f80e4f09c9c9,1553711096,36173,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_1_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0 Mobile/15E148 Safari/604.1",P56
14512,dfc745d0-6198-4301-b201-f80e4f09c9c9,1553711113,56569,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_1_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0 Mobile/15E148 Safari/604.1",P56
14513,ff1477d4-b737-4602-ab5f-1a3531608691,1553711373,65274,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_3) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0.3 Safari/605.1.15",P52
14514,ff1477d4-b737-4602-ab5f-1a3531608691,1553711384,43344,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.135 Safari/537.36 Edge/12.246 Mozilla/5.0",P52
14515,ff1477d4-b737-4602-ab5f-1a3531608691,1553711394,38718,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.119 Safari/537.36",P52
14516,a4a55191-0895-4562-8c05-809b759812ad,1553711438,57785,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.140 Safari/537.36 Edge/17.17134",P57
14517,0e38fd0e-1c05-4bd8-985e-4057b46b61df,1553711508,13865,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_1_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0 Mobile/15E148 Safari/604.1",P58
14518,0e38fd0e-1c05-4bd8-985e-4057b46b61df,1553711532,37230,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_1_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0 Mobile/15E148 Safari/604.1",P58
14519,b30a296b-acdd-41f0-b4de-76e56b7b9c62,1553711888,53122,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:66.0) Gecko/20100101 Firefox/66.0,P58
14520,986a409b-f07c-43af-a59c-c482ee71a44f,1553712008,19515,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_1_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0 Mobile/15E148 Safari/604.1",P58
14521,174fcb56-cd46-4680-976f-204174374981,1553712210,14725,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_1_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0 Mobile/15E148 Safari/604.1",P56
14522,783f0676-7ffb-4546-a03b-77b5bfadc223,1553712222,21809,"Mozilla/5.0 (iPhone; CPU iPhone OS 11_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/11.0 Mobile/15E148 Safari/604.1",P58
14523,fe75d80f-a282-4195-89b5-8b7b85c7bbe4,1553712257,49592,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0 Safari/605.1.15",P57
14524,9e970937-123e-4a6f-92f5-93d662e2aea9,1553712391,25059,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_1_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0 Mobile/15E148 Safari/604.1",P56
14525,85b16171-a7ad-4a0b-b854-c029e6b46a5b,1553712409,8281,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_1_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0 Mobile/15E148 Safari/604.1",P56
14526,85b16171-a7ad-4a0b-b854-c029e6b46a5b,1553712422,13872,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_1_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0 Mobile/15E148 Safari/604.1",P56
14527,85b16171-a7ad-4a0b-b854-c029e6b46a5b,1553712432,62150,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_1_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0 Mobile/15E148 Safari/604.1",P56
14528,6cbd3a85-148b-4319-9ec6-0a0be35d696b,1553712465,13036,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_1_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0 Mobile/15E148 Safari/604.1",P56
14529,6a49dfa1-98be-4dee-b15c-8ef41d2d80b2,1553712525,61721,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_1_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0 Mobile/15E148 Safari/604.1",P55
14530,ebf19a32-d981-4802-bd0c-6a73bac7b927,1553712599,52448,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_1_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0 Mobile/15E148 Safari/604.1",P58
14531,ccaf8f86-abe4-42bb-bc58-6ba7da9c7fa6,1553712664,64862,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/73.0.3683.86 Safari/537.36",P56
14532,ccaf8f86-abe4-42bb-bc58-6ba7da9c7fa6,1553712676,64865,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/73.0.3683.86 Safari/537.36",P56
14533,efbafc65-ac2c-4ce0-b90c-79cfa4bb824e,1553712762,55713,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/65.0.3325.181 Safari/537.36",P55
14534,c3c59a09-29d2-403f-84e2-20f7720852e3,1553712815,49830,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_1_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0 Mobile/15E148 Safari/604.1",P58
14535,c3c59a09-29d2-403f-84e2-20f7720852e3,1553712819,49837,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_1_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0 Mobile/15E148 Safari/604.1",P58
14536,79e49411-aafa-4002-9307-1d3255586e7a,1553712837,55521,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_3) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0.3 Safari/605.1.15",P57
14537,79e49411-aafa-4002-9307-1d3255586e7a,1553712883,55551,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_3) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0.3 Safari/605.1.15",P57
14538,79e49411-aafa-4002-9307-1d3255586e7a,1553712929,55553,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_3) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0.3 Safari/605.1.15",P57
14539,402ac5c4-57f3-4b93-85ee-13526f2e9193,1553713117,55201,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/73.0.3683.86 Safari/537.36",P58
14540,402ac5c4-57f3-4b93-85ee-13526f2e9193,1553713175,55205,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/73.0.3683.86 Safari/537.36",P58
14541,9975aee8-aa73-41b5-a84f-4c6fc02d1bb1,1553713177,7623,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.121 Safari/537.36",P58
14542,c5f6b46f-6319-4e6d-9312-0babab86ac8b,1553713223,52052,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_1_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0 Mobile/15E148 Safari/604.1",P56
14543,9975aee8-aa73-41b5-a84f-4c6fc02d1bb1,1553713240,52256,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.121 Safari/537.36",P58
14544,c5f6b46f-6319-4e6d-9312-0babab86ac8b,1553713248,52228,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_1_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0 Mobile/15E148 Safari/604.1",P56
14545,c5f6b46f-6319-4e6d-9312-0babab86ac8b,1553713256,55808,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_1_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0 Mobile/15E148 Safari/604.1",P56
14546,9e970937-123e-4a6f-92f5-93d662e2aea9,1553713263,61974,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_1_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0 Mobile/15E148 Safari/604.1",P56
14547,050186c9-a0f8-47c0-8643-b46090f643fa,1553713268,54847,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1 Mobile/15E148 Safari/604.1",P59
14548,d9846656-37ad-4fe1-8508-70ab3c088709,1553713275,50365,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_1_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0 Mobile/15E148 Safari/604.1",P59
14549,294a3413-c10c-44c2-81d8-87414c6cec82,1553713276,63008,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_1_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0 Mobile/15E148 Safari/604.1",P59
14550,0effed5c-57f1-4b4e-a538-8b628c58b922,1553713277,49282,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_1_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0 Mobile/15E148 Safari/604.1",P59
14551,4da12b7d-a580-4130-86b7-7a048edbe3eb,1553713282,8511,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_1_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0 Mobile/15E148 Safari/604.1",P59
14552,d9846656-37ad-4fe1-8508-70ab3c088709,1553713285,50369,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_1_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0 Mobile/15E148 Safari/604.1",P59
14553,0effed5c-57f1-4b4e-a538-8b628c58b922,1553713286,39318,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_1_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0 Mobile/15E148 Safari/604.1",P59
14554,4da12b7d-a580-4130-86b7-7a048edbe3eb,1553713299,18763,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_1_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0 Mobile/15E148 Safari/604.1",P59
14555,f4837202-1f5e-49bd-9806-4cb07a6c52f9,1553713303,53008,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_1_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0 Mobile/15E148 Safari/604.1",P59
14556,6a84d721-f50f-486c-b515-ca061b6346b9,1553713306,61789,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_1_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0 Mobile/15E148 Safari/604.1",P59
14557,f6b49cdd-487c-4f49-8a95-03b90285b1f2,1553713316,7644,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_1_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0 Mobile/15E148 Safari/604.1",P59
14558,9e970937-123e-4a6f-92f5-93d662e2aea9,1553713321,17858,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_1_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0 Mobile/15E148 Safari/604.1",P56
14559,9e970937-123e-4a6f-92f5-93d662e2aea9,1553713321,11188,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_1_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0 Mobile/15E148 Safari/604.1",P56
14560,050186c9-a0f8-47c0-8643-b46090f643fa,1553713328,3903,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1 Mobile/15E148 Safari/604.1",P59
14561,aee86ce8-71ac-45a3-a826-3b11cff1b89c,1553713347,61205,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_1_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0 Mobile/15E148 Safari/604.1",P59
14562,4da12b7d-a580-4130-86b7-7a048edbe3eb,1553713348,25111,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_1_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0 Mobile/15E148 Safari/604.1",P59
14563,b1f4ec7c-4638-4487-a6b1-d6f6fe14301b,1553713349,62861,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.140 Safari/537.36 Edge/18.17763",P59
14564,b1f4ec7c-4638-4487-a6b1-d6f6fe14301b,1553713358,13385,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.140 Safari/537.36 Edge/18.17763",P59
14565,25b2e5dd-d5d0-4d5a-a685-6382d8a63171,1553713373,56690,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0 Mobile/15E148 Safari/604.1",P59
14566,25b2e5dd-d5d0-4d5a-a685-6382d8a63171,1553713381,56692,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0 Mobile/15E148 Safari/604.1",P59
14567,ee11b9b6-2afc-4977-b594-e9e1f428d9c9,1553713390,51338,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.121 Safari/537.36",P59
14568,d9846656-37ad-4fe1-8508-70ab3c088709,1553713403,50381,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_1_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0 Mobile/15E148 Safari/604.1",P59
